"","level_0","index","series_name","network","season","title","imdb","engagement","date_aired","run_time","format","monster_name","monster_gender","monster_type","monster_subtype","monster_species","monster_real","monster_amount","caught_fred","caught_daphnie","caught_velma","caught_shaggy","caught_scooby","captured_fred","captured_daphnie","captured_velma","captured_shaggy","captured_scooby","unmask_fred","unmask_daphnie","unmask_velma","unmask_shaggy","unmask_scooby","snack_fred","snack_daphnie","snack_velma","snack_shaggy","snack_scooby","unmask_other","caught_other","caught_not","trap_work_first","setting_terrain","setting_country_state","suspects_amount","non_suspect","arrested","culprit_name","culprit_gender","culprit_amount","motive","if_it_wasnt_for","and_that","door_gag","number_of_snacks","split_up","another_mystery","set_a_trap","jeepers","jinkies","my_glasses","just_about_wrapped_up","zoinks","groovy","scooby_doo_where_are_you","rooby_rooby_roo","batman","scooby_dum","scrappy_doo","hex_girls","blue_falcon","fred_va","daphnie_va","velma_va","shaggy_va","scooby_va"
"180",179,180,"Scooby-Doo and Scrappy-Doo (second series)","ABC","1","Scooby's Swiss Miss",5.3,181.94,"1980-12-27",8,"Serie","","","","","","",0,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Snow","Switzerland",1,"False","False","Bulldog","Male",1,"Competition","","","False","0",NA,NA,NA,NA,NA,NA,NA,3,0,0,1,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"181",180,181,"Scooby-Doo and Scrappy-Doo (second series)","ABC","1","Alaskan King Coward",5.1,183.82,"1980-12-27",8,"Serie","Alaskan Monster","Male","Animal","Beast","Snow-Monster","True",1,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","False","Snow","Alaska",0,"","","","",0,"Food","","","False","0",NA,NA,NA,NA,NA,NA,NA,5,0,0,1,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"182",181,182,"Scooby-Doo and Scrappy-Doo (second series)","ABC","1","Et Tu, Scoob?",5.5,181.32,"1981-01-03",8,"Serie","Rocky Maximus","Male","Ancient","Gladiator","Human","True",1,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Urban","Italy",1,"","","","",0,"Competition","","","False","0",NA,NA,NA,NA,NA,NA,NA,1,0,0,1,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"183",182,183,"Scooby-Doo and Scrappy-Doo (second series)","ABC","1","Soggy Bog Scooby",5.1,165.39,"1981-01-03",8,"Serie","Swamp Monster","Male","Animal","Beast","Swamp-Monster","True",1,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Swamp","United States",0,"","","","",0,"Food","","","False","0",NA,NA,NA,NA,NA,NA,NA,1,0,0,1,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"184",183,184,"Scooby-Doo and Scrappy-Doo (second series)","ABC","1","Scooby Gumbo",5.3,193.32,"1981-01-03",8,"Serie","","","","","","",0,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Urban","Louisiana",1,"False","False","Cheft","Male",1,"Trespassing","","","False","0",NA,NA,NA,NA,NA,NA,NA,2,0,0,0,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"185",184,185,"Scooby-Doo and Scrappy-Doo (second series)","ABC","1","Way Out Scooby",4,164.82,"1981-01-10",8,"Serie","","","","","","",0,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Desert","Mars",2,"","","","",0,"","","","False","0",NA,NA,NA,NA,NA,NA,NA,3,0,0,1,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"186",185,186,"Scooby-Doo and Scrappy-Doo (second series)","ABC","1","Strongman Scooby",7.4,231.24,"1981-01-10",8,"Serie","","","","","","",0,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Coast","United States",1,"False","False","Bulldog","Male",1,"Bully","","","False","0",NA,NA,NA,NA,NA,NA,NA,1,0,0,1,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"187",186,187,"Scooby-Doo and Scrappy-Doo (second series)","ABC","1","Moonlight Madness",3.6,147.14,"1981-01-10",8,"Serie","Shaggy","Male","Animal","Werewolf","Human","True",1,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Rural","Austria",1,"False","False","Adolf","Male",1,"Loneliness","","","False","0",NA,NA,NA,NA,NA,NA,NA,1,0,0,1,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"188",187,188,"Scooby-Doo and Scrappy-Doo (second series)","ABC","1","Dog Tag Scooby",5.3,187.24,"1981-01-17",8,"Serie","","","","","","",0,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Rural","United States",1,"False","False","Sergent","Male",1,"Training","","","False","0",NA,NA,NA,NA,NA,NA,NA,2,0,0,1,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"189",188,189,"Scooby-Doo and Scrappy-Doo (second series)","ABC","1","Scooby at the Center of the World",4.7,156.4,"1981-01-17",8,"Serie","Rock Monsters,Rock Monsters","Male,Male","Possessed Object,Possessed Object","Rock,Rock","Cave-Monster,Cave-Monster","True",2,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Cave","United States",0,"","","","",0,"Trespassing","","","False","0",NA,NA,NA,NA,NA,NA,NA,1,0,0,1,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"190",189,190,"Scooby-Doo and Scrappy-Doo (second series)","ABC","1","Scooby's Trip to Ahz",2.8,139.74,"1981-01-17",8,"Serie","Wicked Witch of the North by Southeast","Female","Magician","Witch","Human","False",1,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Rural","United States",0,"","","","",0,"Imagination","","","False","0",NA,NA,NA,NA,NA,NA,NA,0,0,0,1,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"191",190,191,"Scooby-Doo and Scrappy-Doo (second series)","ABC","1","A Fright at the Opera",4.7,163.34,"1981-01-24",8,"Serie","Phantom of the Sewers","Male","Disguised","Phantom","Human","True",1,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","True","False","False","Urban","France",0,"","","","",0,"Trespassing","","","False","0",NA,NA,NA,NA,NA,NA,NA,4,0,0,1,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"192",191,192,"Scooby-Doo and Scrappy-Doo (second series)","ABC","1","Robot Ranch",4.2,148.55,"1981-01-24",8,"Serie","Rawhide Red","Male","Mechanical","Robot","Object","True",1,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Rural","United States",0,"","","","",0,"Abduction","","","False","0",NA,NA,NA,NA,NA,NA,NA,1,0,0,1,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"193",192,193,"Scooby-Doo and Scrappy-Doo (second series)","ABC","1","Surprised Spies",4.4,169.14,"1981-01-24",8,"Serie","Enemy Spy","Male","Disguised","Spy","Human","True",1,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Urban","California",0,"","","","",0,"Theft","","","False","0",NA,NA,NA,NA,NA,NA,NA,2,0,0,2,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"194",193,194,"Scooby-Doo and Scrappy-Doo (second series)","ABC","1","The Invasion of the Scooby Snatchers",5.3,184.28,"1981-01-31",8,"Serie","Alien","Male","Extraterrestrial","Alien","Alien","True",1,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Urban","United States",0,"","","","",0,"Conquer","","","False","0",NA,NA,NA,NA,NA,NA,NA,3,0,0,1,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"195",194,195,"Scooby-Doo and Scrappy-Doo (second series)","ABC","1","Scooby Dooby Guru",4.7,164.33,"1981-01-31",8,"Serie","","","","","","",0,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Jungle","India",1,"False","False","Taj Mahal Gaurd","Male",1,"Trespassing","","","False","0",NA,NA,NA,NA,NA,NA,NA,2,0,0,1,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"196",195,196,"Scooby-Doo and Scrappy-Doo (second series)","ABC","1","Scooby and the Bandit",5.3,181.34,"1981-01-31",8,"Serie","","","","","","",0,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Desert","United States",2,"False","False","Bandit,Wilbur","Male,Male",2,"Anger","","","False","0",NA,NA,NA,NA,NA,NA,NA,1,0,0,0,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"197",196,197,"Scooby-Doo and Scrappy-Doo (second series)","ABC","2","Scooby-Nocchio",5.3,156.56,"1981-09-19",8,"Serie","Pleasure Island Man","Male","Magician","Trickster","Human","False",1,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Urban","United States",0,"","","","",0,"Imagination","","","False","0",NA,NA,NA,NA,NA,NA,NA,3,0,0,1,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"198",197,198,"Scooby-Doo and Scrappy-Doo (second series)","ABC","2","Lighthouse Keeper Scooby",4.2,133.29,"1981-09-19",8,"Serie","Pirate","Male","Ghost","Pirate","Human","True",1,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Island","United States",0,"","","","",0,"Trespassing","","","False","0",NA,NA,NA,NA,NA,NA,NA,5,0,0,1,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"199",198,199,"Scooby-Doo and Scrappy-Doo (second series)","ABC","2","Scooby's Roots",6.1,205.29,"1981-09-19",8,"Serie","Sheet Ghost","Male","Ghost","Phantom","Human","True",1,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Forest","United States",1,"True","False","Great-Grandpa Scooby","Male",1,"Mistake","","","False","0",NA,NA,NA,NA,NA,NA,NA,3,0,0,0,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"200",199,200,"Scooby-Doo and Scrappy-Doo (second series)","ABC","2","Scooby's Escape from Atlantis",3.1,108.66,"1981-09-26",8,"Serie","Centaur","Male","Animal","Centaur","Centaur","True",1,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Ocean","Atlantis",0,"","","","",0,"Trespassing","","","False","0",NA,NA,NA,NA,NA,NA,NA,3,0,0,1,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"201",200,201,"Scooby-Doo and Scrappy-Doo (second series)","ABC","2","Excalibur Scooby",5.1,159.72,"1981-09-26",8,"Serie","Merlin,Jasper","Male,Male","Magician,Animal","Wizard,Giant","Human,Frog","True",2,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Rural","England",0,"","","","",0,"Assistance","","","False","0",NA,NA,NA,NA,NA,NA,NA,1,0,0,1,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"202",201,202,"Scooby-Doo and Scrappy-Doo (second series)","ABC","2","Scooby Saves the World",5.4,187.59,"1981-09-26",8,"Serie","Alien","Male","Extraterrestrial","Alien","Alien","True",1,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Space","Space",0,"","","","",0,"Conquer","","","False","0",NA,NA,NA,NA,NA,NA,NA,3,0,0,1,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"203",202,203,"Scooby-Doo and Scrappy-Doo (second series)","ABC","2","Scooby-Dooby Goo",3.4,139.15,"1981-10-03",8,"Serie","","","","","","",0,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Urban","United States",0,"","","","",0,"","","","False","0",NA,NA,NA,NA,NA,NA,NA,3,0,0,1,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"204",203,204,"Scooby-Doo and Scrappy-Doo (second series)","ABC","2","Rickshaw Scooby",4.7,173.53,"1981-10-03",8,"Serie","Dragon","Male","Mythical","Dragon","Dragon","True",1,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Cave","China",0,"","","","",0,"Trespassing","","","False","0",NA,NA,NA,NA,NA,NA,NA,2,0,0,1,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"205",204,205,"Scooby-Doo and Scrappy-Doo (second series)","ABC","2","Scooby's Luck of the Irish",4.4,165.37,"1981-10-03",8,"Serie","Pat O'Wiley","Male","Mythical","Leprechaun","Leprechaun","True",1,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Forest","Ireland",0,"","","","",0,"Trespassing","","","False","0",NA,NA,NA,NA,NA,NA,NA,5,0,0,0,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"206",205,206,"Scooby-Doo and Scrappy-Doo (second series)","ABC","2","Backstage Scooby",6.3,204.7,"1981-10-10",8,"Serie","","","","","","",0,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Urban","United States",0,"","","","",0,"","","","False","0",NA,NA,NA,NA,NA,NA,NA,5,0,0,1,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"207",206,207,"Scooby-Doo and Scrappy-Doo (second series)","ABC","2","Scooby's House of Mystery",3.7,148.48,"1981-10-10",8,"Serie","Madame Olga","Female","Magician","Witch","Human","True",1,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Urban","United States",0,"","","","",0,"Experimentation","","","False","0",NA,NA,NA,NA,NA,NA,NA,1,0,0,1,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"208",207,208,"Scooby-Doo and Scrappy-Doo (second series)","ABC","2","Sweet Dreams Scooby",5.8,184.23,"1981-10-10",8,"Serie","Red Baron,T-Rex","Male,Male","Ancient,Animal","Pilot,Dinosaur","Human,Dinosaur","False",2,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Urban","United States",0,"","","","",0,"Imagination","","","False","0",NA,NA,NA,NA,NA,NA,NA,1,0,0,1,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"209",208,209,"Scooby-Doo and Scrappy-Doo (second series)","ABC","2","Scooby-Doo 2000",4.8,182.07,"1981-10-17",8,"Serie","Toy Gorilla","Male","Mechanical","Toy","Gorilla","True",1,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Urban","England",0,"","","","",0,"Automated","","","False","0",NA,NA,NA,NA,NA,NA,NA,5,0,0,1,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"210",209,210,"Scooby-Doo and Scrappy-Doo (second series)","ABC","2","Punk Rock Scooby",6.3,209.33,"1981-10-17",8,"Serie","Plutonian","Male","Extraterrestrial","Alien","Hound","True",1,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Urban","United States",0,"","","","",0,"Abduction","","","False","0",NA,NA,NA,NA,NA,NA,NA,1,0,0,0,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"211",210,211,"Scooby-Doo and Scrappy-Doo (second series)","ABC","2","Canine to Five",7.8,250.05,"1981-10-17",8,"Serie","Dr. Wolf","Male","Animal","Werewolf","Human","True",1,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Urban","United States",1,"False","False","Dr. Wolf","Male",1,"Food","","","True","0",NA,NA,NA,NA,NA,NA,NA,4,0,0,0,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"212",211,212,"Scooby-Doo and Scrappy-Doo (second series)","ABC","2","Hard Hat Scooby",4.5,158.86,"1981-10-24",8,"Serie","Vampire Foreman","Male","Undead","Vampire","Human","True",1,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Urban","United States",0,"","","","",0,"Food","","","False","0",NA,NA,NA,NA,NA,NA,NA,3,0,0,1,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"213",212,213,"Scooby-Doo and Scrappy-Doo (second series)","ABC","2","Hothouse Scooby",6,201.54,"1981-10-24",8,"Serie","Carnivorous Plants","Male","Plant","Giant","Venus Fly Trap","True",1,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Urban","United States",1,"False","False","Gardener","Male",1,"Food","","","False","0",NA,NA,NA,NA,NA,NA,NA,7,0,0,1,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"214",213,214,"Scooby-Doo and Scrappy-Doo (second series)","ABC","2","Pigskin Scooby",5.2,182.26,"1981-10-24",8,"Serie","","","","","","",0,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Urban","United States",0,"","","","",0,"","","","False","0",NA,NA,NA,NA,NA,NA,NA,5,0,0,1,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"215",214,215,"Scooby-Doo and Scrappy-Doo (second series)","ABC","2","Sopwith Scooby",5.4,171.54,"1981-10-31",8,"Serie","","","","","","",0,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Rural","United States",1,"False","False","Baron Lundwaft","Male",1,"Competition","","","False","0",NA,NA,NA,NA,NA,NA,NA,4,0,0,1,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"216",215,216,"Scooby-Doo and Scrappy-Doo (second series)","ABC","2","Tenderbigfoot",5.8,180.18,"1981-10-31",8,"Serie","Bigfoot","Male","Animal","Humanoid","Bigfoot","True",1,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Forest","United States",0,"","","","",0,"Theft","","","False","0",NA,NA,NA,NA,NA,NA,NA,2,0,0,0,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"217",216,217,"Scooby-Doo and Scrappy-Doo (second series)","ABC","2","Scooby and the Beanstalk",4.8,176.32,"1981-10-31",8,"Serie","Giant","Male","Mythical","Giant","Human","True",1,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Rural","United States",0,"","","","",0,"Food","","","False","0",NA,NA,NA,NA,NA,NA,NA,3,0,0,1,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"218",217,218,"Scooby-Doo and Scrappy-Doo (second series)","ABC","3","Maltese Mackerel",3.8,145.38,"1982-09-25",8,"Serie","","","","","","",0,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Urban","United States",2,"False","True","Big Thug,Small Thug","Male,Male",2,"Theft","","","False","0",NA,NA,NA,NA,NA,NA,NA,2,0,0,1,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"219",218,219,"Scooby-Doo and Scrappy-Doo (second series)","ABC","3","Dumb Waiter Caper",6.6,191.38,"1982-09-25",8,"Serie","","","","","","",0,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Urban","United States",2,"False","True","Bruiser,Bugsy Burton","Male,Male",2,"Theft","","","False","0",NA,NA,NA,NA,NA,NA,NA,1,0,0,1,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"220",219,220,"Scooby-Doo and Scrappy-Doo (second series)","ABC","3","Catfish Burglar Caper",3.9,141.09,"1982-10-02",8,"Serie","Catfish Burglar","Male","Disguised","Masked","Human","False",1,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","True","False","True","Ocean","United States",1,"False","True","Mrs. Higgins","Female",1,"Theft","","","False","0",NA,NA,NA,NA,NA,NA,NA,2,0,0,1,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"221",220,221,"Scooby-Doo and Scrappy-Doo (second series)","ABC","3","Movie Monster Menace",4.1,152.4,"1982-10-02",8,"Serie","Gargoyle,Medusa,Sea Creature,Octopus Monster,Bigfoot","Male,Female,Male,Male,Male","Possessed Object,Mythical,Animal,Animal,Animal","Statue,Gorgon,Humanoid,Giant,Humanoid","Gargoyle,Human,Sea-Monster,Octopus,Bigfoot","True",5,"","","","True","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Urban","California",2,"False","True","Von Scareheim,Cameraman","Male,Male",2,"Production","","","False","0",NA,NA,NA,NA,NA,NA,NA,0,0,0,1,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"222",221,222,"Scooby-Doo and Scrappy-Doo (second series)","ABC","3","Super Teen Shaggy",6,191.65,"1982-10-09",8,"Serie","","","","","","",0,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Urban","United States",0,"","","","",0,"","","","False","0",NA,NA,NA,NA,NA,NA,NA,2,0,0,0,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"223",222,223,"Scooby-Doo and Scrappy-Doo (second series)","ABC","3","Basketball Bumblers",5.8,187.3,"1982-10-09",8,"Serie","","","","","","",0,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Urban","United States",1,"False","False","Big Ed","Male",1,"Competition","","","False","0",NA,NA,NA,NA,NA,NA,NA,2,0,0,1,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"224",223,224,"Scooby-Doo and Scrappy-Doo (second series)","ABC","3","Beauty Constest Caper",4.1,145.2,"1982-10-16",8,"Serie","","","","","","",0,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Urban","United States",2,"False","True","Ms. Bulgravia,Bruno","Female,Male",2,"Competition","","","False","0",NA,NA,NA,NA,NA,NA,NA,1,0,0,1,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"225",224,225,"Scooby-Doo and Scrappy-Doo (second series)","ABC","3","Stake-out at the Take-out",6.2,190.79,"1982-10-16",8,"Serie","","","","","","",0,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","True","False","","Urban","United States",3,"False","True","Hamburger Haven Owner,Otto,Ivan","Male,Male,Male",3,"Smuggling","","","False","0",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"226",225,226,"Scooby-Doo and Scrappy-Doo (second series)","ABC","3","Who's Scooby-Doo?",6.6,229.1,"1982-10-23",8,"Serie","","","","","","",0,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Urban","United States",2,"False","False","Tank,Squeak","Male,Male",2,"Theft","","","False","0",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"227",226,227,"Scooby-Doo and Scrappy-Doo (second series)","ABC","3","Double Trouble Date",5.9,200.11,"1982-10-23",8,"Serie","","","","","","",0,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Urban","United States",0,"","","","",0,"","","","False","0",NA,NA,NA,NA,NA,NA,NA,0,0,0,1,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"228",227,228,"Scooby-Doo and Scrappy-Doo (second series)","ABC","3","Cable Car Caper",5.2,172.53,"1982-10-30",8,"Serie","","","","","","",0,"","","","False","True","","","","False","False","","","","False","False","","","","False","False","False","False","False","False","Urban","United States",2,"False","True","Vendetta,Bruno","Female,Male",2,"Theft","","","False","0",NA,NA,NA,NA,NA,NA,NA,1,0,0,0,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"229",228,229,"Scooby-Doo and Scrappy-Doo (second series)","ABC","3","Muscle Trouble",5,155.17,"1982-10-30",8,"Serie","","","","","","",0,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Coast","United States",0,"","","","",0,"","","","False","0",NA,NA,NA,NA,NA,NA,NA,2,0,0,1,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"230",229,230,"Scooby-Doo and Scrappy-Doo (second series)","ABC","3","Comic Book Caper",6.1,195.06,"1982-11-06",8,"Serie","Slime Boy","Male","Disguised","Slime","Human","False",1,"","","","True","True","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Urban","United States",2,"False","True","Mr. Morley","Male",1,"Theft","","","False","0",NA,NA,NA,NA,NA,NA,NA,3,0,0,0,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"231",230,231,"Scooby-Doo and Scrappy-Doo (second series)","ABC","3","Misfortune Teller",6.4,212.89,"1982-11-06",8,"Serie","","","","","","",0,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Urban","United States",0,"","","","",0,"","","","False","0",NA,NA,NA,NA,NA,NA,NA,1,0,0,0,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"232",231,232,"Scooby-Doo and Scrappy-Doo (second series)","ABC","3","A Gem of a Case",4.2,160.44,"1982-11-13",8,"Serie","","","","","","",0,"","","","True","True","","","","True","True","","","","False","False","","","","False","False","False","False","False","","Forest","United States",1,"False","True","Fingers Malone","Male",1,"Theft","","","False","0",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"233",232,233,"Scooby-Doo and Scrappy-Doo (second series)","ABC","3","From Bad to Curse",5.3,188.45,"1982-11-13",8,"Serie","","","","","","",0,"","","","True","True","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Forest","United States",2,"False","True","Michelos","Male",1,"Competition","","","False","0",NA,NA,NA,NA,NA,NA,NA,1,0,0,0,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"234",233,234,"Scooby-Doo and Scrappy-Doo (second series)","ABC","3","Disappearing Car Caper",5.2,176.45,"1982-11-20",8,"Serie","","","","","","",0,"","","","True","True","","","","False","False","","","","False","False","","","","False","False","False","True","False","","Urban","United States",1,"False","True","Pistons McGee","Male",1,"Theft","","","False","0",NA,NA,NA,NA,NA,NA,NA,4,0,0,1,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"235",234,235,"Scooby-Doo and Scrappy-Doo (second series)","ABC","3","Scooby-Doo and Genie-Poo",2.5,110.86,"1982-11-20",8,"Serie","Jasmine","Female","Mythical","Phantom","Genie","True",1,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Urban","United States",0,"","","","",0,"Abduction","","","False","0",NA,NA,NA,NA,NA,NA,NA,0,0,0,1,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"236",235,236,"Scooby-Doo and Scrappy-Doo (second series)","ABC","3","Close Encounter of the Worst Kind",5.7,191.15,"1982-11-27",8,"Serie","Alien Scavenger Hunter,Alien Scavenger Hunter,Alien Scavenger Hunter","Male,Female,Male","Extraterrestrial,Extraterrestrial,Extraterrestrial","Teen,Teen,Teen","Alien,Alien,Alien","True",3,"","","","False","False","","","","False","True","","","","False","False","","","","False","False","False","True","False","","Urban","United States",0,"","","","",0,"Abduction","","","False","0",NA,NA,NA,NA,NA,NA,NA,1,0,0,0,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"237",236,237,"Scooby-Doo and Scrappy-Doo (second series)","ABC","3","Captain Canine Caper",3.9,149.66,"1982-11-27",8,"Serie","Dognapper","Male","Disguised","","Human","False",1,"","","","False","True","","","","False","False","","","","False","True","","","","False","False","False","False","False","","Urban","United States",1,"False","True","Johnathan Johnson","Male",1,"Extortion","","","False","0",NA,NA,NA,NA,NA,NA,NA,2,0,0,2,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"238",237,238,"Scooby-Doo and Scrappy-Doo (second series)","ABC","3","The Incredible Cat Lady Caper",5.6,191.41,"1982-12-04",8,"Serie","Cat Lady","Female","Animal","Cat","Human","False",1,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Urban","United States",0,"","","","",0,"Theft","","","False","0",NA,NA,NA,NA,NA,NA,NA,2,0,0,0,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"239",238,239,"Scooby-Doo and Scrappy-Doo (second series)","ABC","3","Picnic Poopers",4.7,171.33,"1982-12-04",8,"Serie","","","","","","",0,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Forest","United States",0,"","","","",0,"","","","False","0",NA,NA,NA,NA,NA,NA,NA,1,0,0,0,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"240",239,240,"Scooby-Doo and Scrappy-Doo (second series)","ABC","3","One Million Years Before Lunch",4.1,131.44,"1982-12-11",8,"Serie","Wonga","Male","Ancient","Caveman","Human","True",1,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Forest","Pre-Historic",0,"","","","",0,"Abduction","","","False","0",NA,NA,NA,NA,NA,NA,NA,3,0,0,1,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
